# unstructured grid for a domain
#
# no. of nodes cells and boundaries
1089     2048     1
# BC
0   128   128
# node coordinates
3.12500000000e-02 1.87500000000e-01
6.25000000000e-02 1.87500000000e-01
9.37500000000e-02 1.87500000000e-01
1.25000000000e-01 1.87500000000e-01
1.56250000000e-01 1.87500000000e-01
1.87500000000e-01 1.87500000000e-01
2.18750000000e-01 1.87500000000e-01
2.50000000000e-01 1.87500000000e-01
2.81250000000e-01 1.87500000000e-01
3.12500000000e-01 1.87500000000e-01
3.43750000000e-01 1.87500000000e-01
3.75000000000e-01 1.87500000000e-01
4.06250000000e-01 1.87500000000e-01
4.37500000000e-01 1.87500000000e-01
4.68750000000e-01 1.87500000000e-01
5.00000000000e-01 1.87500000000e-01
5.31250000000e-01 1.87500000000e-01
5.62500000000e-01 1.87500000000e-01
5.93750000000e-01 1.87500000000e-01
6.25000000000e-01 1.87500000000e-01
6.56250000000e-01 1.87500000000e-01
6.87500000000e-01 1.87500000000e-01
7.18750000000e-01 1.87500000000e-01
7.50000000000e-01 1.87500000000e-01
7.81250000000e-01 1.87500000000e-01
8.12500000000e-01 1.87500000000e-01
8.43750000000e-01 1.87500000000e-01
8.75000000000e-01 1.87500000000e-01
9.06250000000e-01 1.87500000000e-01
9.37500000000e-01 1.87500000000e-01
9.68750000000e-01 1.87500000000e-01
1.00000000000e+00 1.87500000000e-01
0.00000000000e+00 2.18750000000e-01
3.12500000000e-02 2.18750000000e-01
6.25000000000e-02 2.18750000000e-01
9.37500000000e-02 2.18750000000e-01
1.25000000000e-01 2.18750000000e-01
1.56250000000e-01 2.18750000000e-01
1.87500000000e-01 2.18750000000e-01
2.18750000000e-01 2.18750000000e-01
2.50000000000e-01 2.18750000000e-01
2.81250000000e-01 2.18750000000e-01
3.12500000000e-01 2.18750000000e-01
3.43750000000e-01 2.18750000000e-01
3.75000000000e-01 2.18750000000e-01
4.06250000000e-01 2.18750000000e-01
4.37500000000e-01 2.18750000000e-01
4.68750000000e-01 2.18750000000e-01
5.00000000000e-01 2.18750000000e-01
5.31250000000e-01 2.18750000000e-01
5.62500000000e-01 2.18750000000e-01
5.93750000000e-01 2.18750000000e-01
6.25000000000e-01 2.18750000000e-01
6.56250000000e-01 2.18750000000e-01
6.87500000000e-01 2.18750000000e-01
7.18750000000e-01 2.18750000000e-01
7.50000000000e-01 2.18750000000e-01
7.81250000000e-01 2.18750000000e-01
8.12500000000e-01 2.18750000000e-01
8.43750000000e-01 2.18750000000e-01
8.75000000000e-01 2.18750000000e-01
9.06250000000e-01 2.18750000000e-01
9.37500000000e-01 2.18750000000e-01
9.68750000000e-01 2.18750000000e-01
1.00000000000e+00 2.18750000000e-01
0.00000000000e+00 2.50000000000e-01
3.12500000000e-02 2.50000000000e-01
6.25000000000e-02 2.50000000000e-01
9.37500000000e-02 2.50000000000e-01
1.25000000000e-01 2.50000000000e-01
1.56250000000e-01 2.50000000000e-01
1.87500000000e-01 2.50000000000e-01
2.18750000000e-01 2.50000000000e-01
2.50000000000e-01 2.50000000000e-01
2.81250000000e-01 2.50000000000e-01
3.12500000000e-01 2.50000000000e-01
3.43750000000e-01 2.50000000000e-01
3.75000000000e-01 2.50000000000e-01
4.06250000000e-01 2.50000000000e-01
4.37500000000e-01 2.50000000000e-01
4.68750000000e-01 2.50000000000e-01
5.00000000000e-01 2.50000000000e-01
5.31250000000e-01 2.50000000000e-01
5.62500000000e-01 2.50000000000e-01
5.93750000000e-01 2.50000000000e-01
6.25000000000e-01 2.50000000000e-01
6.56250000000e-01 2.50000000000e-01
6.87500000000e-01 2.50000000000e-01
7.18750000000e-01 2.50000000000e-01
7.50000000000e-01 2.50000000000e-01
7.81250000000e-01 2.50000000000e-01
8.12500000000e-01 2.50000000000e-01
8.43750000000e-01 2.50000000000e-01
8.75000000000e-01 2.50000000000e-01
9.06250000000e-01 2.50000000000e-01
9.37500000000e-01 2.50000000000e-01
9.68750000000e-01 2.50000000000e-01
1.00000000000e+00 2.50000000000e-01
0.00000000000e+00 2.81250000000e-01
3.12500000000e-02 2.81250000000e-01
6.25000000000e-02 2.81250000000e-01
9.37500000000e-02 2.81250000000e-01
1.25000000000e-01 2.81250000000e-01
1.56250000000e-01 2.81250000000e-01
1.87500000000e-01 2.81250000000e-01
2.18750000000e-01 2.81250000000e-01
2.50000000000e-01 2.81250000000e-01
2.81250000000e-01 2.81250000000e-01
3.12500000000e-01 2.81250000000e-01
3.43750000000e-01 2.81250000000e-01
3.75000000000e-01 2.81250000000e-01
4.06250000000e-01 2.81250000000e-01
4.37500000000e-01 2.81250000000e-01
4.68750000000e-01 2.81250000000e-01
5.00000000000e-01 2.81250000000e-01
5.31250000000e-01 2.81250000000e-01
5.62500000000e-01 2.81250000000e-01
5.93750000000e-01 2.81250000000e-01
6.25000000000e-01 2.81250000000e-01
6.56250000000e-01 2.81250000000e-01
6.87500000000e-01 2.81250000000e-01
7.18750000000e-01 2.81250000000e-01
7.50000000000e-01 2.81250000000e-01
7.81250000000e-01 2.81250000000e-01
8.12500000000e-01 2.81250000000e-01
8.43750000000e-01 2.81250000000e-01
8.75000000000e-01 2.81250000000e-01
9.06250000000e-01 2.81250000000e-01
9.37500000000e-01 2.81250000000e-01
9.68750000000e-01 2.81250000000e-01
1.00000000000e+00 2.81250000000e-01
0.00000000000e+00 3.12500000000e-01
3.12500000000e-02 3.12500000000e-01
6.25000000000e-02 3.12500000000e-01
9.37500000000e-02 3.12500000000e-01
1.25000000000e-01 3.12500000000e-01
1.56250000000e-01 3.12500000000e-01
1.87500000000e-01 3.12500000000e-01
2.18750000000e-01 3.12500000000e-01
2.50000000000e-01 3.12500000000e-01
2.81250000000e-01 3.12500000000e-01
3.12500000000e-01 3.12500000000e-01
3.43750000000e-01 3.12500000000e-01
3.75000000000e-01 3.12500000000e-01
4.06250000000e-01 3.12500000000e-01
4.37500000000e-01 3.12500000000e-01
4.68750000000e-01 3.12500000000e-01
5.00000000000e-01 3.12500000000e-01
5.31250000000e-01 3.12500000000e-01
5.62500000000e-01 3.12500000000e-01
5.93750000000e-01 3.12500000000e-01
6.25000000000e-01 3.12500000000e-01
6.56250000000e-01 3.12500000000e-01
6.87500000000e-01 3.12500000000e-01
7.18750000000e-01 3.12500000000e-01
7.50000000000e-01 3.12500000000e-01
7.81250000000e-01 3.12500000000e-01
8.12500000000e-01 3.12500000000e-01
8.43750000000e-01 3.12500000000e-01
8.75000000000e-01 3.12500000000e-01
9.06250000000e-01 3.12500000000e-01
9.37500000000e-01 3.12500000000e-01
9.68750000000e-01 3.12500000000e-01
1.00000000000e+00 3.12500000000e-01
0.00000000000e+00 3.43750000000e-01
3.12500000000e-02 3.43750000000e-01
6.25000000000e-02 3.43750000000e-01
9.37500000000e-02 3.43750000000e-01
1.25000000000e-01 3.43750000000e-01
1.56250000000e-01 3.43750000000e-01
1.87500000000e-01 3.43750000000e-01
2.18750000000e-01 3.43750000000e-01
2.50000000000e-01 3.43750000000e-01
2.81250000000e-01 3.43750000000e-01
3.12500000000e-01 3.43750000000e-01
3.43750000000e-01 3.43750000000e-01
3.75000000000e-01 3.43750000000e-01
4.06250000000e-01 3.43750000000e-01
4.37500000000e-01 3.43750000000e-01
4.68750000000e-01 3.43750000000e-01
5.00000000000e-01 3.43750000000e-01
5.31250000000e-01 3.43750000000e-01
5.62500000000e-01 3.43750000000e-01
5.93750000000e-01 3.43750000000e-01
6.25000000000e-01 3.43750000000e-01
6.56250000000e-01 3.43750000000e-01
6.87500000000e-01 3.43750000000e-01
7.18750000000e-01 3.43750000000e-01
7.50000000000e-01 3.43750000000e-01
7.81250000000e-01 3.43750000000e-01
8.12500000000e-01 3.43750000000e-01
8.43750000000e-01 3.43750000000e-01
8.75000000000e-01 3.43750000000e-01
9.06250000000e-01 3.43750000000e-01
9.37500000000e-01 3.43750000000e-01
9.68750000000e-01 3.43750000000e-01
1.00000000000e+00 3.43750000000e-01
0.00000000000e+00 3.75000000000e-01
3.12500000000e-02 3.75000000000e-01
6.25000000000e-02 3.75000000000e-01
9.37500000000e-02 3.75000000000e-01
1.25000000000e-01 3.75000000000e-01
1.56250000000e-01 3.75000000000e-01
1.87500000000e-01 3.75000000000e-01
2.18750000000e-01 3.75000000000e-01
2.50000000000e-01 3.75000000000e-01
2.81250000000e-01 3.75000000000e-01
3.12500000000e-01 3.75000000000e-01
3.43750000000e-01 3.75000000000e-01
3.75000000000e-01 3.75000000000e-01
4.06250000000e-01 3.75000000000e-01
4.37500000000e-01 3.75000000000e-01
4.68750000000e-01 3.75000000000e-01
5.00000000000e-01 3.75000000000e-01
5.31250000000e-01 3.75000000000e-01
5.62500000000e-01 3.75000000000e-01
5.93750000000e-01 3.75000000000e-01
6.25000000000e-01 3.75000000000e-01
6.56250000000e-01 3.75000000000e-01
6.87500000000e-01 3.75000000000e-01
7.18750000000e-01 3.75000000000e-01
7.50000000000e-01 3.75000000000e-01
7.81250000000e-01 3.75000000000e-01
8.12500000000e-01 3.75000000000e-01
8.43750000000e-01 3.75000000000e-01
8.75000000000e-01 3.75000000000e-01
9.06250000000e-01 3.75000000000e-01
9.37500000000e-01 3.75000000000e-01
9.68750000000e-01 3.75000000000e-01
1.00000000000e+00 3.75000000000e-01
0.00000000000e+00 4.06250000000e-01
3.12500000000e-02 4.06250000000e-01
6.25000000000e-02 4.06250000000e-01
9.37500000000e-02 4.06250000000e-01
1.25000000000e-01 4.06250000000e-01
1.56250000000e-01 4.06250000000e-01
1.87500000000e-01 4.06250000000e-01
2.18750000000e-01 4.06250000000e-01
2.50000000000e-01 4.06250000000e-01
2.81250000000e-01 4.06250000000e-01
3.12500000000e-01 4.06250000000e-01
3.43750000000e-01 4.06250000000e-01
3.75000000000e-01 4.06250000000e-01
4.06250000000e-01 4.06250000000e-01
4.37500000000e-01 4.06250000000e-01
4.68750000000e-01 4.06250000000e-01
5.00000000000e-01 4.06250000000e-01
5.31250000000e-01 4.06250000000e-01
5.62500000000e-01 4.06250000000e-01
5.93750000000e-01 4.06250000000e-01
6.25000000000e-01 4.06250000000e-01
6.56250000000e-01 4.06250000000e-01
6.87500000000e-01 4.06250000000e-01
7.18750000000e-01 4.06250000000e-01
7.50000000000e-01 4.06250000000e-01
7.81250000000e-01 4.06250000000e-01
8.12500000000e-01 4.06250000000e-01
8.43750000000e-01 4.06250000000e-01
8.75000000000e-01 4.06250000000e-01
9.06250000000e-01 4.06250000000e-01
9.37500000000e-01 4.06250000000e-01
9.68750000000e-01 4.06250000000e-01
1.00000000000e+00 4.06250000000e-01
0.00000000000e+00 4.37500000000e-01
3.12500000000e-02 4.37500000000e-01
6.25000000000e-02 4.37500000000e-01
9.37500000000e-02 4.37500000000e-01
1.25000000000e-01 4.37500000000e-01
1.56250000000e-01 4.37500000000e-01
1.87500000000e-01 4.37500000000e-01
2.18750000000e-01 4.37500000000e-01
2.50000000000e-01 4.37500000000e-01
2.81250000000e-01 4.37500000000e-01
3.12500000000e-01 4.37500000000e-01
3.43750000000e-01 4.37500000000e-01
3.75000000000e-01 4.37500000000e-01
4.06250000000e-01 4.37500000000e-01
4.37500000000e-01 4.37500000000e-01
4.68750000000e-01 4.37500000000e-01
5.00000000000e-01 4.37500000000e-01
5.31250000000e-01 4.37500000000e-01
5.62500000000e-01 4.37500000000e-01
5.93750000000e-01 4.37500000000e-01
6.25000000000e-01 4.37500000000e-01
6.56250000000e-01 4.37500000000e-01
6.87500000000e-01 4.37500000000e-01
7.18750000000e-01 4.37500000000e-01
7.50000000000e-01 4.37500000000e-01
7.81250000000e-01 4.37500000000e-01
8.12500000000e-01 4.37500000000e-01
8.43750000000e-01 4.37500000000e-01
8.75000000000e-01 4.37500000000e-01
9.06250000000e-01 4.37500000000e-01
9.37500000000e-01 4.37500000000e-01
9.68750000000e-01 4.37500000000e-01
1.00000000000e+00 4.37500000000e-01
0.00000000000e+00 4.68750000000e-01
3.12500000000e-02 4.68750000000e-01
6.25000000000e-02 4.68750000000e-01
9.37500000000e-02 4.68750000000e-01
1.25000000000e-01 4.68750000000e-01
1.56250000000e-01 4.68750000000e-01
1.87500000000e-01 4.68750000000e-01
2.18750000000e-01 4.68750000000e-01
2.50000000000e-01 4.68750000000e-01
2.81250000000e-01 4.68750000000e-01
3.12500000000e-01 4.68750000000e-01
3.43750000000e-01 4.68750000000e-01
3.75000000000e-01 4.68750000000e-01
4.06250000000e-01 4.68750000000e-01
4.37500000000e-01 4.68750000000e-01
4.68750000000e-01 4.68750000000e-01
5.00000000000e-01 4.68750000000e-01
5.31250000000e-01 4.68750000000e-01
5.62500000000e-01 4.68750000000e-01
5.93750000000e-01 4.68750000000e-01
6.25000000000e-01 4.68750000000e-01
6.56250000000e-01 4.68750000000e-01
6.87500000000e-01 4.68750000000e-01
7.18750000000e-01 4.68750000000e-01
7.50000000000e-01 4.68750000000e-01
7.81250000000e-01 4.68750000000e-01
8.12500000000e-01 4.68750000000e-01
8.43750000000e-01 4.68750000000e-01
8.75000000000e-01 4.68750000000e-01
9.06250000000e-01 4.68750000000e-01
9.37500000000e-01 4.68750000000e-01
9.68750000000e-01 4.68750000000e-01
1.00000000000e+00 4.68750000000e-01
0.00000000000e+00 5.00000000000e-01
3.12500000000e-02 5.00000000000e-01
6.25000000000e-02 5.00000000000e-01
9.37500000000e-02 5.00000000000e-01
1.25000000000e-01 5.00000000000e-01
1.56250000000e-01 5.00000000000e-01
1.87500000000e-01 5.00000000000e-01
2.18750000000e-01 5.00000000000e-01
2.50000000000e-01 5.00000000000e-01
2.81250000000e-01 5.00000000000e-01
3.12500000000e-01 5.00000000000e-01
3.43750000000e-01 5.00000000000e-01
3.75000000000e-01 5.00000000000e-01
4.06250000000e-01 5.00000000000e-01
4.37500000000e-01 5.00000000000e-01
4.68750000000e-01 5.00000000000e-01
5.00000000000e-01 5.00000000000e-01
5.31250000000e-01 5.00000000000e-01
5.62500000000e-01 5.00000000000e-01
5.93750000000e-01 5.00000000000e-01
6.25000000000e-01 5.00000000000e-01
6.56250000000e-01 5.00000000000e-01
6.87500000000e-01 5.00000000000e-01
7.18750000000e-01 5.00000000000e-01
7.50000000000e-01 5.00000000000e-01
7.81250000000e-01 5.00000000000e-01
8.12500000000e-01 5.00000000000e-01
8.43750000000e-01 5.00000000000e-01
8.75000000000e-01 5.00000000000e-01
9.06250000000e-01 5.00000000000e-01
9.37500000000e-01 5.00000000000e-01
9.68750000000e-01 5.00000000000e-01
1.00000000000e+00 5.00000000000e-01
0.00000000000e+00 5.31250000000e-01
3.12500000000e-02 5.31250000000e-01
6.25000000000e-02 5.31250000000e-01
9.37500000000e-02 5.31250000000e-01
1.25000000000e-01 5.31250000000e-01
1.56250000000e-01 5.31250000000e-01
1.87500000000e-01 5.31250000000e-01
2.18750000000e-01 5.31250000000e-01
2.50000000000e-01 5.31250000000e-01
2.81250000000e-01 5.31250000000e-01
3.12500000000e-01 5.31250000000e-01
3.43750000000e-01 5.31250000000e-01
3.75000000000e-01 5.31250000000e-01
4.06250000000e-01 5.31250000000e-01
4.37500000000e-01 5.31250000000e-01
4.68750000000e-01 5.31250000000e-01
5.00000000000e-01 5.31250000000e-01
5.31250000000e-01 5.31250000000e-01
5.62500000000e-01 5.31250000000e-01
5.93750000000e-01 5.31250000000e-01
6.25000000000e-01 5.31250000000e-01
6.56250000000e-01 5.31250000000e-01
6.87500000000e-01 5.31250000000e-01
7.18750000000e-01 5.31250000000e-01
7.50000000000e-01 5.31250000000e-01
7.81250000000e-01 5.31250000000e-01
8.12500000000e-01 5.31250000000e-01
8.43750000000e-01 5.31250000000e-01
8.75000000000e-01 5.31250000000e-01
9.06250000000e-01 5.31250000000e-01
9.37500000000e-01 5.31250000000e-01
9.68750000000e-01 5.31250000000e-01
1.00000000000e+00 5.31250000000e-01
0.00000000000e+00 5.62500000000e-01
3.12500000000e-02 5.62500000000e-01
6.25000000000e-02 5.62500000000e-01
9.37500000000e-02 5.62500000000e-01
1.25000000000e-01 5.62500000000e-01
1.56250000000e-01 5.62500000000e-01
1.87500000000e-01 5.62500000000e-01
2.18750000000e-01 5.62500000000e-01
2.50000000000e-01 5.62500000000e-01
2.81250000000e-01 5.62500000000e-01
3.12500000000e-01 5.62500000000e-01
3.43750000000e-01 5.62500000000e-01
3.75000000000e-01 5.62500000000e-01
4.06250000000e-01 5.62500000000e-01
4.37500000000e-01 5.62500000000e-01
4.68750000000e-01 5.62500000000e-01
5.00000000000e-01 5.62500000000e-01
5.31250000000e-01 5.62500000000e-01
5.62500000000e-01 5.62500000000e-01
5.93750000000e-01 5.62500000000e-01
6.25000000000e-01 5.62500000000e-01
6.56250000000e-01 5.62500000000e-01
6.87500000000e-01 5.62500000000e-01
7.18750000000e-01 5.62500000000e-01
7.50000000000e-01 5.62500000000e-01
7.81250000000e-01 5.62500000000e-01
8.12500000000e-01 5.62500000000e-01
8.43750000000e-01 5.62500000000e-01
8.75000000000e-01 5.62500000000e-01
9.06250000000e-01 5.62500000000e-01
9.37500000000e-01 5.62500000000e-01
9.68750000000e-01 5.62500000000e-01
1.00000000000e+00 5.62500000000e-01
0.00000000000e+00 5.93750000000e-01
3.12500000000e-02 5.93750000000e-01
6.25000000000e-02 5.93750000000e-01
9.37500000000e-02 5.93750000000e-01
1.25000000000e-01 5.93750000000e-01
1.56250000000e-01 5.93750000000e-01
1.87500000000e-01 5.93750000000e-01
2.18750000000e-01 5.93750000000e-01
2.50000000000e-01 5.93750000000e-01
2.81250000000e-01 5.93750000000e-01
3.12500000000e-01 5.93750000000e-01
3.43750000000e-01 5.93750000000e-01
3.75000000000e-01 5.93750000000e-01
4.06250000000e-01 5.93750000000e-01
4.37500000000e-01 5.93750000000e-01
4.68750000000e-01 5.93750000000e-01
5.00000000000e-01 5.93750000000e-01
5.31250000000e-01 5.93750000000e-01
5.62500000000e-01 5.93750000000e-01
5.93750000000e-01 5.93750000000e-01
6.25000000000e-01 5.93750000000e-01
6.56250000000e-01 5.93750000000e-01
6.87500000000e-01 5.93750000000e-01
7.18750000000e-01 5.93750000000e-01
7.50000000000e-01 5.93750000000e-01
7.81250000000e-01 5.93750000000e-01
8.12500000000e-01 5.93750000000e-01
8.43750000000e-01 5.93750000000e-01
8.75000000000e-01 5.93750000000e-01
9.06250000000e-01 5.93750000000e-01
9.37500000000e-01 5.93750000000e-01
9.68750000000e-01 5.93750000000e-01
1.00000000000e+00 5.93750000000e-01
0.00000000000e+00 6.25000000000e-01
3.12500000000e-02 6.25000000000e-01
6.25000000000e-02 6.25000000000e-01
9.37500000000e-02 6.25000000000e-01
1.25000000000e-01 6.25000000000e-01
1.56250000000e-01 6.25000000000e-01
1.87500000000e-01 6.25000000000e-01
2.18750000000e-01 6.25000000000e-01
2.50000000000e-01 6.25000000000e-01
2.81250000000e-01 6.25000000000e-01
3.12500000000e-01 6.25000000000e-01
3.43750000000e-01 6.25000000000e-01
3.75000000000e-01 6.25000000000e-01
4.06250000000e-01 6.25000000000e-01
4.37500000000e-01 6.25000000000e-01
4.68750000000e-01 6.25000000000e-01
5.00000000000e-01 6.25000000000e-01
5.31250000000e-01 6.25000000000e-01
5.62500000000e-01 6.25000000000e-01
5.93750000000e-01 6.25000000000e-01
6.25000000000e-01 6.25000000000e-01
6.56250000000e-01 6.25000000000e-01
6.87500000000e-01 6.25000000000e-01
7.18750000000e-01 6.25000000000e-01
7.50000000000e-01 6.25000000000e-01
7.81250000000e-01 6.25000000000e-01
8.12500000000e-01 6.25000000000e-01
8.43750000000e-01 6.25000000000e-01
8.75000000000e-01 6.25000000000e-01
9.06250000000e-01 6.25000000000e-01
9.37500000000e-01 6.25000000000e-01
9.68750000000e-01 6.25000000000e-01
1.00000000000e+00 6.25000000000e-01
0.00000000000e+00 6.56250000000e-01
